"V1","B1_4_7","B5_4_7","L_4_7","loc.B5_4_7","B1_B5_angle_4_7","NPA_1","NPA_3","NPA_2","NPA_18","NPA_27","NPA_29","diff_NBO_1_3","diff_NBO_2_18","diff_NBO_27_29","dip_x_1","dip_y_1","dip_z_1","Total_1","dip_x_2","dip_y_2","dip_z_2","-1-3-","-2-18-","-27-29-","cross_1","cross.angle_1","para_1","para.angle_1","-5V6-","-23V24-","-25V26-","Dihedral(1_4_7_8)","Dihedral(1_2_19_27)","Dist(1, 3)","Dist(2, 18)","Dist(27, 29)","output"
"o_Naph",1.7,5.61,6.44,1.78,90,0.68724,-0.6033,-0.63072,0.4095,0.77908,-0.55337,1.29054,-1.04022,1.33245,0.9654,-2.4649,-0.5373,2.7012,-1.4408,0.3145,2.2632,1807.6728,3623.3615,1903.9775,1705.7092,88.5348522460163,1660.0075,8.56335759479858,1465.7832,1491.5119,1533.5639,67.8726352069166,176.131379732959,1.20916029253238,1.00903861734128,1.19204719595031,20
"p_azide",1.7,3.53,8.69,6.99,91,0.69055,-0.62041,-0.62013,0.40997,0.77851,-0.55276,1.31096,-1.0301,1.33127,-0.4238,-1.225,-0.5507,1.4085,-0.8686,0.2103,1.0886,1792.7549,3639.5288,1903.9391,1648.7899,80.4753186394503,1684.9116,9.59465342055322,1484.5529,1491.9111,1537.474,115.283109991624,176.939485746036,1.21301487192862,1.00786992212587,1.19199411724303,70
"p_Br",1.87,3.16,8.13,4.13,100,0.69046,-0.62005,-0.61923,0.4103,0.77839,-0.55262,1.31051,-1.02953,1.33101,-0.3653,-0.8677,-0.431,1.0354,-0.6786,0.2305,0.7474,1792.5371,3638.9963,1904.0516,1646.9743,86.7953379893123,1667.0798,2.52888717434496,1484.4259,1491.2114,1535.5439,115.207571429976,176.684972585255,1.2128987950365,1.00793421426649,1.19200072227705,88
"p_Cl",1.72,3.16,7.82,4.14,93,0.6905,-0.62021,-0.61946,0.41021,0.77841,-0.55265,1.31071,-1.02967,1.33106,-0.3603,-0.971,-0.4444,1.1269,-0.7191,0.2123,0.8414,1792.365,3639.8182,1903.585,1648.9794,86.6034800476431,1671.5283,2.31662245287159,1483.8409,1491.2984,1532.1927,114.676817627958,176.73163758654,1.21289364050357,1.00792074064283,1.19198517422408,74
"p_CN",1.7,3.16,8.58,4.13,92,0.68999,-0.61805,-0.61707,0.41109,0.77854,-0.55241,1.30804,-1.02816,1.33095,-0.2633,2.2625,-0.0638,2.2787,0.587,0.3145,-2.1792,1793.8711,3636.2679,1903.8062,1639.7394,89.6733799827203,1685.0441,0.259201812908925,1483.4262,1491.5246,1534.1955,115.038377406157,176.139365306694,1.21241861213073,1.00823598863014,1.19198686990587,48
"p_F",1.7,3.16,6.96,4.15,92,0.69046,-0.62117,-0.6199,0.40999,0.77852,-0.55284,1.31163,-1.02989,1.33136,-0.3844,-1.1814,-0.493,1.3367,-0.819,0.2002,1.0372,1791.9791,3637.6831,1904.1943,1670.944,89.9534236758952,1686.7137,0.836312476155959,1484.2952,1492.1641,1532.9749,114.698678023293,176.89823444649,1.21309585984414,1.00790285121335,1.19200809015082,25
"p_I",2.07,3.17,8.53,4.13,110,0.69058,-0.61967,-0.61921,0.41029,0.77846,-0.55276,1.31025,-1.0295,1.33122,-0.3605,-1.0459,-0.4044,1.1779,-0.7091,0.2122,0.9163,1792.8688,3638.6997,1904.3039,1641.5338,87.1724877226423,1663.007,3.08151732069984,1483.9132,1491.9578,1533.7968,114.12417555743,176.572672765879,1.21277911015197,1.00794711606165,1.19201766746429,93
"p_Me",1.79,3.17,7.33,4.12,91,0.69099,-0.62116,-0.62133,0.40991,0.77803,-0.55184,1.31215,-1.03124,1.32987,-0.6134,-3.2989,-1.0105,3.5043,-1.5769,-0.2227,3.1215,1791.5193,3642.7053,1905.1505,1649.3289,89.5080517812709,1689.4953,0.652286327702791,1484.0941,1491.211,1532.7683,116.313483317834,178.181960870459,1.21334490612604,1.00763197761187,1.19183097871678,21
"p_nitro",1.7,3.15,7.65,4.15,92,0.6898,-0.61744,-0.61637,0.41132,0.7785,-0.55228,1.30724,-1.02769,1.33078,-0.2139,2.3472,0.0522,2.3574,0.7785,0.2235,-2.214,1794.0636,3634.0809,1904.1698,1652.933,89.3160324743002,1675.153,0.189672358282171,1482.693,1491.9454,1537.0383,114.700093937734,175.850851416027,1.21224184358774,1.00829236094448,1.1919669104778,88
"p_OEt",1.76,3.16,9.53,4.14,88,0.69041,-0.62201,-0.62168,0.40954,0.77788,-0.5518,1.31242,-1.03122,1.32968,0.5635,-3.7182,-1.126,3.9256,-1.6067,-1.5035,3.2509,1790.9338,3644.1766,1905.071,1652.5917,78.936709130269,1690.4858,12.0926519497627,1482.8893,1491.1609,1532.2765,117.33336802517,178.828575596146,1.21357388155893,1.00748802066724,1.19182206960645,35
"p_OMe",1.75,3.16,8.47,4.14,89,0.69024,-0.62152,-0.62162,0.4096,0.77812,-0.55221,1.31176,-1.03122,1.33033,0.5683,-3.4422,-1.0747,3.6506,-1.5187,-1.4644,2.9792,1790.9589,3643.3131,1904.2555,1654.0841,78.5755110338595,1690.9928,11.8561086214022,1482.8658,1490.5563,1532.7401,117.322882615566,178.542370892401,1.21351687291896,1.00760239008301,1.19188243482568,26
"p_Ph",2.06,3.28,10.68,8.4,113,0.69127,-0.62049,-0.62063,0.4099,0.77828,-0.55256,1.31176,-1.03053,1.33084,-0.4487,-2.9675,-0.6946,3.0806,-1.372,-0.0716,2.7573,1792.3926,3642.5378,1904.6362,1634.69,87.9210814177681,1686.7569,1.47533544452783,1484.1688,1491.7521,1534.864,113.44242090168,176.870594306623,1.21299971732272,1.00771676583552,1.19196434166002,67
"p_SCF3",1.78,3.91,9.04,5.86,157,0.69047,-0.6183,-0.61836,0.41074,0.77857,-0.55244,1.30877,-1.0291,1.33101,-0.3213,0.0794,0.9374,0.9941,0.8614,0.4545,0.1992,1793.6295,3636.8518,1904.2278,1638.4631,88.3529440749175,1670.1659,1.7393358318772,1482.7231,1491.9842,1536.0403,114.378625879058,176.266363603405,1.2124770661394,1.00814019195249,1.19196985436965,73
"p_SMe",1.74,3.37,8.67,6.22,117,0.69127,-0.6218,-0.62093,0.40982,0.77835,-0.55259,1.31307,-1.03075,1.33094,-1.7928,-2.8098,-0.7493,3.4162,-1.5897,1.2406,2.7576,1791.5713,3640.5448,1904.4253,1633.9106,87.566914940924,1675.0616,1.71120312238759,1484.3387,1491.3881,1531.7544,113.276319700266,177.542552596289,1.21322472830593,1.00773167714526,1.1919527609033,23
"p_tfm",2.07,3.16,7.69,4.12,110,0.69018,-0.61846,-0.61845,0.41065,0.77838,-0.55241,1.30864,-1.0291,1.33079,-0.2699,0.3311,-0.3161,0.5314,-0.2528,0.2581,-0.3898,1793.6051,3637.3518,1903.9902,1659.7285,85.9988838051845,1694.3974,2.98953881550003,1484.5434,1491.1372,1533.933,115.289776046343,176.679016949102,1.21260474745648,1.00806637082932,1.19197682042353,92
